id,signature,count
1208,Pass|body_part=Right Foot|height=High Pass|recipient_position=Left Wing Back|type=Recovery,6
1209,Pass|body_part=Right Foot|height=High Pass|recipient_position=Left Wing|shot_assist=True,6
1210,Pass|body_part=Right Foot|height=High Pass|recipient_position=Left Wing|type=Free Kick,6
1211,Pass|body_part=Right Foot|height=High Pass|recipient_position=Right Back|type=Recovery,6
1212,Pass|body_part=Right Foot|height=High Pass|recipient_position=Right Center Midfield|type=Goal Kick,6
1213,Pass|body_part=Right Foot|height=Low Pass|outcome=Incomplete|recipient_position=Right Defensive Midfield|type=Recovery,6
1214,Pass|body_part=Right Foot|height=Low Pass|outcome=Out|recipient_position=Center Attacking Midfield,6
1215,Pass|body_part=Right Foot|height=Low Pass|recipient_position=Goalkeeper|type=Interception,6
1216,Pass|body_part=Right Foot|height=Low Pass|recipient_position=Right Back|type=Interception,6
1217,Pass|body_part=Right Foot|height=Low Pass|recipient_position=Right Center Midfield|type=Interception,6
1218,Pass|body_part=Right Foot|height=Low Pass|recipient_position=Right Defensive Midfield|type=Interception,6
1219,Pass|body_part=Right Foot|height=Low Pass|recipient_position=Right Wing Back|switch=True,6
1220,Pass|body_part=Right Foot|height=Low Pass|recipient_position=Right Wing|type=Interception,6
1221,Pass|height=High Pass|outcome=Incomplete|recipient_position=Left Midfield|type=Throw-in,6
1222,Pass|height=High Pass|outcome=Out|recipient_position=Center Forward|type=Throw-in,6
1223,Pass|height=High Pass|recipient_position=Right Defensive Midfield|type=Throw-in,6
1224,Pass|height=Low Pass|outcome=Incomplete|recipient_position=Right Wing|type=Throw-in,6
1225,Shot|body_part=Right Foot|one_on_one=True|outcome=Goal|technique=Normal|type=Open Play,6
1226,Dribble|no_touch=True|outcome=Incomplete,5
1227,Goal Keeper|body_part=Both Hands|outcome=Saved Twice|position=Set|technique=Diving|type=Shot Saved,5
1228,Goal Keeper|body_part=Left Hand|outcome=Touched Out|position=Set|technique=Standing|type=Shot Saved,5
1229,Goal Keeper|body_part=Right Hand|outcome=In Play Danger|position=Set|shot_saved_to_post=True|technique=Diving|type=Shot Saved to Post,5
1230,Goal Keeper|body_part=Right Hand|outcome=In Play Danger|position=Set|technique=Standing|type=Shot Saved,5
1231,Goal Keeper|body_part=Right Hand|outcome=In Play Safe|position=Set|technique=Diving|type=Shot Saved,5
1232,Goal Keeper|body_part=Right Hand|outcome=In Play Safe|position=Set|technique=Standing|type=Shot Saved,5
1233,Goal Keeper|outcome=No Touch|position=Prone|technique=Diving|type=Goal Conceded,5
1234,Pass|aerial_won=True|height=High Pass|outcome=Incomplete|recipient_position=Center Defensive Midfield|type=Recovery,5
1235,Pass|aerial_won=True|height=High Pass|outcome=Incomplete|recipient_position=Center Forward|type=Interception,5
1236,Pass|aerial_won=True|height=High Pass|outcome=Incomplete|recipient_position=Left Center Midfield,5
1237,Pass|aerial_won=True|height=High Pass|outcome=Incomplete|recipient_position=Left Defensive Midfield|type=Recovery,5
1238,Pass|aerial_won=True|height=High Pass|outcome=Incomplete|recipient_position=Left Midfield,5
1239,Pass|aerial_won=True|height=High Pass|recipient_position=Center Defensive Midfield,5
1240,Pass|aerial_won=True|height=High Pass|recipient_position=Left Center Forward|type=Recovery,5
1241,Pass|aerial_won=True|height=High Pass|recipient_position=Right Back,5
1242,Pass|aerial_won=True|height=High Pass|recipient_position=Right Midfield|type=Recovery,5
1243,Pass|aerial_won=True|height=High Pass|recipient_position=Right Wing Back|type=Recovery,5
1244,Pass|aerial_won=True|height=Low Pass|outcome=Incomplete|recipient_position=Center Attacking Midfield|type=Recovery,5
1245,Pass|aerial_won=True|height=Low Pass|outcome=Incomplete|recipient_position=Left Center Forward,5
1246,Pass|aerial_won=True|height=Low Pass|outcome=Incomplete|recipient_position=Right Defensive Midfield|type=Recovery,5
1247,Pass|aerial_won=True|height=Low Pass|recipient_position=Center Attacking Midfield,5
1248,Pass|aerial_won=True|height=Low Pass|recipient_position=Left Center Forward,5
1249,Pass|aerial_won=True|height=Low Pass|recipient_position=Left Midfield|type=Recovery,5
1250,Pass|aerial_won=True|height=Low Pass|recipient_position=Right Wing Back,5
1251,Pass|body_part=Drop Kick|height=High Pass|recipient_position=Left Wing,5
1252,Pass|body_part=Head|cross=True|height=High Pass|outcome=Incomplete,5
1253,Pass|body_part=Head|height=High Pass|outcome=Incomplete|recipient_position=Center Attacking Midfield|type=Interception,5
1254,Pass|body_part=Head|height=High Pass|outcome=Incomplete|recipient_position=Center Forward|type=Interception,5
1255,Pass|body_part=Head|height=High Pass|outcome=Incomplete|recipient_position=Right Attacking Midfield,5
1256,Pass|body_part=Head|height=High Pass|outcome=Incomplete|recipient_position=Right Center Midfield|type=Interception,5
1257,Pass|body_part=Head|height=High Pass|outcome=Incomplete|recipient_position=Right Defensive Midfield|type=Interception,5
1258,Pass|body_part=Head|height=High Pass|outcome=Incomplete|recipient_position=Right Midfield|type=Recovery,5
1259,Pass|body_part=Head|height=High Pass|recipient_position=Left Center Back|type=Interception,5
1260,Pass|body_part=Head|height=High Pass|recipient_position=Left Midfield,5
1261,Pass|body_part=Head|height=High Pass|recipient_position=Left Wing Back|type=Interception,5
1262,Pass|body_part=Head|height=Low Pass|outcome=Incomplete|recipient_position=Center Forward|type=Interception,5
1263,Pass|body_part=Head|height=Low Pass|outcome=Incomplete|recipient_position=Center Forward|type=Recovery,5
1264,Pass|body_part=Head|height=Low Pass|outcome=Incomplete|recipient_position=Left Defensive Midfield,5
1265,Pass|body_part=Head|height=Low Pass|outcome=Incomplete|recipient_position=Right Midfield,5
1266,Pass|body_part=Head|height=Low Pass|recipient_position=Goalkeeper,5
1267,Pass|body_part=Head|height=Low Pass|recipient_position=Left Wing Back,5
1268,Pass|body_part=Keeper Arm|height=High Pass|recipient_position=Right Back,5
1269,Pass|body_part=Keeper Arm|height=Low Pass|recipient_position=Left Center Back,5
1270,Pass|body_part=Left Foot|cross=True|cut_back=True|height=Ground Pass|outcome=Incomplete,5
1271,Pass|body_part=Left Foot|cross=True|height=Ground Pass|outcome=Incomplete|recipient_position=Right Center Midfield,5
1272,Pass|body_part=Left Foot|cross=True|height=High Pass|outcome=Incomplete|recipient_position=Center Attacking Midfield,5
1273,Pass|body_part=Left Foot|height=Ground Pass|outcome=Out|recipient_position=Left Center Forward,5
1274,Pass|body_part=Left Foot|height=Ground Pass|recipient_position=Center Attacking Midfield|type=Free Kick,5
1275,Pass|body_part=Left Foot|height=Ground Pass|recipient_position=Center Defensive Midfield|shot_assist=True,5
1276,Pass|body_part=Left Foot|height=Ground Pass|recipient_position=Left Attacking Midfield|shot_assist=True,5
1277,Pass|body_part=Left Foot|height=Ground Pass|recipient_position=Left Defensive Midfield|type=Free Kick,5
1278,Pass|body_part=Left Foot|height=Ground Pass|recipient_position=Left Midfield|type=Interception,5
1279,Pass|body_part=Left Foot|height=Ground Pass|recipient_position=Left Wing|shot_assist=True|technique=Through Ball|through_ball=True,5
1280,Pass|body_part=Left Foot|height=Ground Pass|recipient_position=Right Attacking Midfield|type=Recovery,5
1281,Pass|body_part=Left Foot|height=Ground Pass|recipient_position=Right Back|type=Interception,5
1282,Pass|body_part=Left Foot|height=Ground Pass|recipient_position=Right Midfield|type=Recovery,5
1283,Pass|body_part=Left Foot|height=Ground Pass|recipient_position=Right Wing|type=Interception,5
1284,Pass|body_part=Left Foot|height=High Pass|outcome=Incomplete|recipient_position=Center Attacking Midfield|type=Recovery,5
1285,Pass|body_part=Left Foot|height=High Pass|outcome=Incomplete|recipient_position=Center Defensive Midfield,5
1286,Pass|body_part=Left Foot|height=High Pass|outcome=Incomplete|recipient_position=Center Forward|technique=Through Ball|through_ball=True,5
1287,Pass|body_part=Left Foot|height=High Pass|outcome=Incomplete|recipient_position=Left Wing|switch=True,5
1288,Pass|body_part=Left Foot|height=High Pass|outcome=Incomplete|recipient_position=Right Wing|switch=True,5
1289,Pass|body_part=Left Foot|height=High Pass|outcome=Incomplete|type=Interception,5
1290,Pass|body_part=Left Foot|height=High Pass|outcome=Injury Clearance,5
1291,Pass|body_part=Left Foot|height=High Pass|outcome=Out|recipient_position=Center Attacking Midfield,5
1292,Pass|body_part=Left Foot|height=High Pass|outcome=Out|recipient_position=Left Center Forward,5
1293,Pass|body_part=Left Foot|height=High Pass|outcome=Out|recipient_position=Right Center Forward,5
1294,Pass|body_part=Left Foot|height=High Pass|outcome=Out|switch=True,5
1295,Pass|body_part=Left Foot|height=High Pass|outcome=Unknown|type=Free Kick,5
1296,Pass|body_part=Left Foot|height=High Pass|outswinging=True|recipient_position=Right Center Back|shot_assist=True|switch=True|technique=Outswinging|type=Corner,5
1297,Pass|body_part=Left Foot|height=High Pass|recipient_position=Center Attacking Midfield|type=Recovery,5
1298,Pass|body_part=Left Foot|height=High Pass|recipient_position=Center Forward|type=Free Kick,5
1299,Pass|body_part=Left Foot|height=High Pass|recipient_position=Goalkeeper,5
1300,Pass|body_part=Left Foot|height=High Pass|recipient_position=Left Center Back|switch=True,5
1301,Pass|body_part=Left Foot|height=High Pass|recipient_position=Left Wing|technique=Through Ball|through_ball=True,5
1302,Pass|body_part=Left Foot|height=High Pass|recipient_position=Right Back|type=Recovery,5
1303,Pass|body_part=Left Foot|height=Low Pass|outcome=Incomplete|recipient_position=Left Attacking Midfield,5
1304,Pass|body_part=Left Foot|height=Low Pass|outcome=Incomplete|recipient_position=Right Defensive Midfield,5
1305,Pass|body_part=Left Foot|height=Low Pass|outcome=Incomplete|type=Interception,5
1306,Pass|body_part=Left Foot|height=Low Pass|outcome=Out|recipient_position=Left Wing,5
1307,Pass|body_part=Left Foot|height=Low Pass|recipient_position=Center Forward|shot_assist=True,5
1308,Pass|body_part=Left Foot|height=Low Pass|recipient_position=Right Attacking Midfield,5
1309,Pass|body_part=Left Foot|height=Low Pass|recipient_position=Right Center Midfield|type=Interception,5
1310,Pass|body_part=Left Foot|height=Low Pass|recipient_position=Right Center Midfield|type=Recovery,5
1311,Pass|body_part=No Touch|height=Ground Pass|no_touch=True|recipient_position=Left Back,5
1312,Pass|body_part=No Touch|height=Ground Pass|no_touch=True|recipient_position=Right Wing,5
1313,Pass|body_part=Other|height=Low Pass|recipient_position=Right Center Midfield|type=Recovery,5
1314,Pass|body_part=Other|height=Low Pass|recipient_position=Right Wing,5
1315,Pass|body_part=Other|height=Low Pass|recipient_position=Right Wing|type=Recovery,5
1316,Pass|body_part=Right Foot|cross=True|cut_back=True|height=Ground Pass|outcome=Incomplete|recipient_position=Center Forward,5
1317,Pass|body_part=Right Foot|cross=True|cut_back=True|height=Ground Pass|outcome=Incomplete|recipient_position=Left Wing,5
1318,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Incomplete|recipient_position=Left Attacking Midfield,5
1319,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Incomplete|recipient_position=Right Wing Back,5
1320,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Wing|shot_assist=True,5
1321,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Back|switch=True,5
1322,Pass|body_part=Right Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Right Center Forward,5
1323,Pass|body_part=Right Foot|cross=True|height=Low Pass|recipient_position=Center Forward|shot_assist=True,5
1324,Pass|body_part=Right Foot|goal_assist=True|height=Ground Pass|recipient_position=Center Forward,5
1325,Pass|body_part=Right Foot|height=Ground Pass|miscommunication=True|outcome=Incomplete|recipient_position=Right Wing,5
1326,Pass|body_part=Right Foot|height=Ground Pass|outcome=Incomplete|recipient_position=Center Defensive Midfield|type=Recovery,5
1327,Pass|body_part=Right Foot|height=Ground Pass|outcome=Incomplete|recipient_position=Left Center Back|type=Recovery,5
1328,Pass|body_part=Right Foot|height=Ground Pass|outcome=Incomplete|recipient_position=Right Wing|technique=Through Ball|through_ball=True,5
1329,Pass|body_part=Right Foot|height=Ground Pass|outcome=Unknown|recipient_position=Center Forward,5
1330,Pass|body_part=Right Foot|height=Ground Pass|outcome=Unknown|recipient_position=Left Wing,5
1331,Pass|body_part=Right Foot|height=Ground Pass|outcome=Unknown|type=Recovery,5
1332,Pass|body_part=Right Foot|height=Ground Pass|recipient_position=Center Attacking Midfield|type=Free Kick,5
1333,Pass|body_part=Right Foot|height=Ground Pass|recipient_position=Center Attacking Midfield|type=Interception,5
1334,Pass|body_part=Right Foot|height=Ground Pass|recipient_position=Center Back|shot_assist=True,5
1335,Pass|body_part=Right Foot|height=Ground Pass|recipient_position=Center Back|switch=True,5
1336,Pass|body_part=Right Foot|height=Ground Pass|recipient_position=Center Back|type=Goal Kick,5
1337,Pass|body_part=Right Foot|height=Ground Pass|recipient_position=Left Center Forward|type=Interception,5
1338,Pass|body_part=Right Foot|height=Ground Pass|recipient_position=Left Wing Back|shot_assist=True,5
1339,Pass|body_part=Right Foot|height=Ground Pass|recipient_position=Right Wing|type=Free Kick,5
1340,Pass|body_part=Right Foot|height=High Pass|outcome=Incomplete|recipient_position=Left Center Forward|switch=True,5
1341,Pass|body_part=Right Foot|height=High Pass|outcome=Incomplete|recipient_position=Left Center Forward|type=Free Kick,5
1342,Pass|body_part=Right Foot|height=High Pass|outcome=Incomplete|recipient_position=Left Wing|type=Goal Kick,5
1343,Pass|body_part=Right Foot|height=High Pass|outcome=Incomplete|recipient_position=Right Back|switch=True,5
1344,Pass|body_part=Right Foot|height=High Pass|outcome=Incomplete|recipient_position=Right Defensive Midfield|type=Free Kick,5
1345,Pass|body_part=Right Foot|height=High Pass|outcome=Incomplete|recipient_position=Right Defensive Midfield|type=Recovery,5
1346,Pass|body_part=Right Foot|height=High Pass|outcome=Incomplete|recipient_position=Right Wing|type=Free Kick,5
1347,Pass|body_part=Right Foot|height=High Pass|outcome=Incomplete|straight=True|technique=Straight|type=Corner,5
1348,Pass|body_part=Right Foot|height=High Pass|outcome=Out|recipient_position=Left Wing Back|switch=True,5
1349,Pass|body_part=Right Foot|height=High Pass|outcome=Out|recipient_position=Left Wing|type=Recovery,5
1350,Pass|body_part=Right Foot|height=High Pass|outcome=Out|recipient_position=Right Wing|type=Recovery,5
1351,Pass|body_part=Right Foot|height=High Pass|outcome=Pass Offside|recipient_position=Center Forward|technique=Through Ball|through_ball=True,5
1352,Pass|body_part=Right Foot|height=High Pass|outcome=Pass Offside|recipient_position=Left Wing,5
1353,Pass|body_part=Right Foot|height=High Pass|outcome=Unknown|recipient_position=Right Center Forward,5
1354,Pass|body_part=Right Foot|height=High Pass|outcome=Unknown|type=Free Kick,5
1355,Pass|body_part=Right Foot|height=High Pass|recipient_position=Left Attacking Midfield|switch=True,5
